-0.998938,1.03822e-008
-0.99506,8.37572e-008
-0.988336,7.9588e-008
-0.978802,1.52331e-007
-0.966469,1.48163e-007
-0.951388,2.2004e-007
-0.933587,2.15648e-007
-0.91313,2.86454e-007
-0.890062,2.8162e-007
-0.864464,3.51118e-007
-0.836784,3.45211e-007
-0.806366,4.13219e-007
-0.773642,4.06883e-007
-0.738719,4.73185e-007
-0.701683,4.65805e-007
-0.662652,5.30237e-007
-0.621725,5.21637e-007
-0.579032,5.84017e-007
-0.534681,5.74036e-007
-0.488813,6.34209e-007
-0.441543,6.22707e-007
-0.393022,6.80541e-007
-0.343372,6.67404e-007
-0.292751,7.2279e-007
-0.241288,7.07936e-007
-0.189144,7.60804e-007
-0.136454,7.44194e-007
-0.0833818,7.94517e-007
-0.030065,7.76172e-007
0.0233306,8.24016e-007
0.0704042,8.02614e-007
0.104465,8.44074e-007
0.137435,8.20218e-007
0.190107,8.75872e-007
0.242237,9.42461e-007
0.293613,1.62355e-006
0.343778,6.00434e-006
0.390731,3.24642e-005
0.428697,0.000136769
0.453866,0.000355296
0.469861,0.00065082
0.480665,0.00098262
0.488554,0.00132691
0.494617,0.0016717
0.499457,0.00200987
0.503431,0.00233678
0.50673,0.00264949
0.509511,0.00294547
0.511881,0.00322274
0.513902,0.00347981
0.515632,0.00371535
0.517103,0.00392828
0.518349,0.00411764
0.519389,0.00428266
0.520243,0.00442266
0.520921,0.00453708
0.521436,0.00462549
0.521792,0.00468755
0.521997,0.00472301
0.522051,0.00473176
0.521956,0.00471375
0.52171,0.00466905
0.52131,0.00459783
0.520751,0.00450036
0.520025,0.004377
0.519122,0.00422825
0.518026,0.00405467
0.51672,0.00385699
0.51518,0.00363604
0.513374,0.00339282
0.51126,0.00312847
0.508783,0.00284436
0.505864,0.00254214
0.502395,0.00222385
0.498215,0.00189206
0.493077,0.00155031
0.486546,0.001204
0.477935,0.000861102
0.465853,0.000536627
0.447445,0.000260105
0.41787,8.07753e-005
0.375578,1.53308e-005
0.327022,1.2524e-006
0.27626,-2.20446e-007
0.224651,-1.10709e-006
0.172255,-5.38252e-007
